Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,Day,Collection Site,Commodity Code,Analyzing Lab Code
ND1206255004WRMT1,WR,B48,Azoxystrobin,F,12,0.8,T,LU,,,,O,811,52,,ND,12,6,25,50,4,WR,MT1
ND1206255004WRMT1,WR,A58,Tebuconazole,L,12,2.1,T,LU,,,,O,811,52,,ND,12,6,25,50,4,WR,MT1
ND1206255004WRMT1,WR,942,Prometon,R,9.3,0.17,T,LU,,,,O,811,52,,ND,12,6,25,50,4,WR,MT1
ND1206255004WRMT1,WR,ACP,Sulfometuron methyl,K,8.9,0.76,T,LU,,,,O,811,52,,ND,12,6,25,50,4,WR,MT1
ND1207095001WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,42,1.4,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,305,Atrazine,R,41,0.66,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,28,1.6,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,964,Desethyl atrazine,R,23,0.43,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,AED,Hydroxy atrazine,R,13,1.2,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,758,Bentazon,F,9.4,0.18,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,7.6,0.36,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,283,Metolachlor,A,6.3,1.5,T,M,,,,O,812,7,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,26,"2,4-D",G,4.3,0.65,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,B48,Azoxystrobin,F,3.6,0.8,T,LU,,,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095001WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,1.52,0.91,T,LU,,Q,,O,811,52,,ND,12,7,9,50,1,WR,MT1
ND1207095004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,11,1.8,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,942,Prometon,R,9.6,0.17,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ACD,Imazethapyr,J,7.9,1,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,B72,Tetraconazole,L,5.5,1.2,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,4.8,0.63,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,318,MCPA,G,3.4,0.39,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,A42,Mecoprop (MCPP),G,2.9,0.31,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,333,Propazine,R,1.8,0.42,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,300,1.4,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,250,1.6,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,305,Atrazine,R,180,0.66,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,758,Bentazon,F,100,0.18,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,964,Desethyl atrazine,R,58,0.43,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,807,Acetochlor,A,42,9.2,T,M,,,,O,812,7,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,39,0.36,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,35,0.91,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,AED,Hydroxy atrazine,R,31,1.2,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,26,"2,4-D",G,31,0.65,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,945,Ethofumesate,C,29,3.3,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,283,Metolachlor,A,27,1.5,T,M,,,,O,812,7,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,785,Desisopropyl atrazine,R,25,3.1,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,329,Picloram,G,17,10,T,LU,,Q,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,15,1.7,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,32,Diuron,A,15,1.6,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,B48,Azoxystrobin,F,13,0.8,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207095004WRMT1,WR,A58,Tebuconazole,L,13,2.1,T,LU,,,,O,811,52,,ND,12,7,9,50,4,WR,MT1
ND1207235001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,12,1.6,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,11,1.4,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,7.5,0.36,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,5.7,1.7,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,26,"2,4-D",G,4.2,0.65,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,B48,Azoxystrobin,F,3,0.8,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,942,Prometon,R,1.7,0.17,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,758,Bentazon,F,1.3,0.18,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,305,Atrazine,R,26,0.66,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235001WRMT1,WR,AED,Hydroxy atrazine,R,19,1.2,T,LU,,,,O,811,52,,ND,12,7,23,50,1,WR,MT1
ND1207235004WRMT1,WR,785,Desisopropyl atrazine,R,10,3.1,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,A58,Tebuconazole,L,7.1,2.1,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,942,Prometon,R,4.9,0.17,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,B72,Tetraconazole,L,4.8,1.2,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,B48,Azoxystrobin,F,4.7,0.8,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,758,Bentazon,F,3.8,0.18,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,26,"2,4-D",G,3.8,0.65,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,3.3,0.91,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ACD,Imazethapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ACP,Sulfometuron methyl,K,1.27,0.76,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,333,Propazine,R,0.7,0.42,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,85,1.4,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,69,1.6,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,305,Atrazine,R,68,0.66,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,38,0.36,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,AED,Hydroxy atrazine,R,28,1.2,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,964,Desethyl atrazine,R,28,0.43,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,18,1.7,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WR,MT1
ND1207235004WRMT1,WR,283,Metolachlor,A,13,1.5,T,M,,,,O,812,7,,ND,12,7,23,50,4,WR,MT1
ND1208065001WRMT1,WR,26,"2,4-D",G,50,0.65,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,42,1.4,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,23,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,964,Desethyl atrazine,R,22,0.43,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,AED,Hydroxy atrazine,R,19,1.2,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,758,Bentazon,F,18,0.18,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,B48,Azoxystrobin,F,14,0.8,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,264,Propiconazole,L,11,3.4,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,8.5,0.36,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,283,Metolachlor,A,7.7,1.5,T,M,,,,O,812,7,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,32,Diuron,A,7.7,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,4.8,0.91,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,318,MCPA,G,2.3,0.39,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,942,Prometon,R,1.7,0.17,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,ACP,Sulfometuron methyl,K,1.27,0.76,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,A42,Mecoprop (MCPP),G,1.2,0.31,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065001WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WR,MT1
ND1208065004WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,31,0.36,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,305,Atrazine,R,30,0.66,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,AED,Hydroxy atrazine,R,21,1.2,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,20,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,19,1.4,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,18,1.7,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,964,Desethyl atrazine,R,16,0.43,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,8.6,1.8,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,758,Bentazon,F,8.6,0.18,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,32,Diuron,A,8.4,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,942,Prometon,R,7.6,0.17,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,26,"2,4-D",G,6.1,0.65,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,ACB,Imazapyr,J,5.4,1,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,B48,Azoxystrobin,F,2.7,0.8,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208065004WRMT1,WR,318,MCPA,G,1.5,0.39,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WR,MT1
ND1208205001WRMT1,WR,A42,Mecoprop (MCPP),G,1.1,0.31,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,B48,Azoxystrobin,F,99,0.8,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,305,Atrazine,R,14,0.66,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,AED,Hydroxy atrazine,R,10,1.2,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,26,"2,4-D",G,8.1,0.65,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,964,Desethyl atrazine,R,7.7,0.43,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.5,0.36,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,AEE,Imazamethabenz acid,J,2,0.6,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205001WRMT1,WR,758,Bentazon,F,1.9,0.18,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WR,MT1
ND1208205004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,333,Propazine,R,0.7,0.42,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,305,Atrazine,R,48,0.66,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,47,1.4,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,32,1.6,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,B48,Azoxystrobin,F,30,0.8,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,AED,Hydroxy atrazine,R,27,1.2,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,27,0.36,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,964,Desethyl atrazine,R,23,0.43,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,11,1.7,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,942,Prometon,R,10,0.17,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,6.9,1.8,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,32,Diuron,A,5.8,1.6,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ACP,Sulfometuron methyl,K,5.2,0.76,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,26,"2,4-D",G,4.6,0.65,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,B72,Tetraconazole,L,4.2,1.2,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,758,Bentazon,F,3.6,0.18,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,1.52,0.91,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1208205004WRMT1,WR,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WR,MT1
ND1209105001WRMT1,WR,758,Bentazon,F,1.1,0.18,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,942,Prometon,R,0.69,0.17,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
