Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,day,,,
NE0904205539WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,799,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5539,WG,MN1
NE0904205539WGMN1,WG,964,Desethyl atrazine,R,539,10,T,M,,,,O,999,7,,NE,9,4,20,5539,WG,MN1
NE0904205539WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,273,15,T,LU,,,,O,999,52,,NE,9,4,20,5539,WG,MN1
NE0904205539WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5539,WG,MN1
NE0904205539WGMN1,WG,305,Atrazine,R,65.9,10,T,M,,,,O,999,7,,NE,9,4,20,5539,WG,MN1
NE0904205540WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1740,3,T,LU,,,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,1150,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,920,3,T,LU,,,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,964,Desethyl atrazine,R,104,10,T,M,,,,O,999,7,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,46,10,T,LU,,,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,B46,Clopyralid,G,20.8,12.5,T,LU,,Q,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,329,Picloram,G,20.8,12.5,T,LU,,Q,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,17.3,2,T,LU,,,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205540WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,20,5540,WG,MN1
NE0904205541WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,305,Atrazine,R,67.4,10,T,M,,,,O,999,7,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,283,Metolachlor,A,25,15,T,M,,Q,,O,999,7,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,ACD,Imazethapyr,J,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,8090,3,T,LU,,,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,539,3,T,LU,,,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,490,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205541WGMN1,WG,964,Desethyl atrazine,R,269,10,T,M,,,,O,999,7,,NE,9,4,20,5541,WG,MN1
NE0904205542WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2500,3,T,LU,,,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,510,15,T,LU,,,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,124,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,964,Desethyl atrazine,R,115,10,T,M,,,,O,999,7,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,33.6,3,T,LU,,,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205542WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205543WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,2160,10,T,LU,,,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,964,Desethyl atrazine,R,287,10,T,M,,,,O,999,7,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,222,15,T,LU,,,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,204,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,305,Atrazine,R,82.7,10,T,M,,,,O,999,7,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,AED,Hydroxy atrazine,R,7.17,2,T,LU,,,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,283,Metolachlor,A,11900,15,T,M,,,,O,999,7,,NE,9,4,20,5543,WG,MN1
NE0904205543WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,9480,3,T,LU,,,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205544WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,299,15,T,LU,,,,O,999,52,,NE,9,4,20,5544,WG,MN1
NE0904205544WGMN1,WG,305,Atrazine,R,125,10,T,M,,,,O,999,7,,NE,9,4,20,5544,WG,MN1
NE0904205544WGMN1,WG,ACC,Imazaquin,J,8,5,T,LU,,Q,,O,999,52,,NE,9,4,20,5544,WG,MN1
NE0904205544WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5544,WG,MN1
NE0904205544WGMN1,WG,964,Desethyl atrazine,R,1070,10,T,M,,,,O,999,7,,NE,9,4,20,5544,WG,MN1
NE0904205544WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1048,3,T,LU,,,,O,999,52,,NE,9,4,20,5544,WG,MN1
NE0904205545WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,AED,Hydroxy atrazine,R,9.72,2,T,LU,,,,O,999,52,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2390,3,T,LU,,,,O,999,52,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,964,Desethyl atrazine,R,617,10,T,M,,,,O,999,7,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,439,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,358,15,T,LU,,,,O,999,52,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,785,Desisopropyl atrazine,R,113,50,T,M,,,,O,999,7,,NE,9,4,20,5545,WG,MN1
NE0904205545WGMN1,WG,305,Atrazine,R,83,10,T,M,,,,O,999,7,,NE,9,4,20,5545,WG,MN1
NE0904205546WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5546,WG,MN1
NE0904205546WGMN1,WG,AED,Hydroxy atrazine,R,9.65,2,T,LU,,,,O,999,52,,NE,9,4,20,5546,WG,MN1
NE0904205546WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,20,5546,WG,MN1
NE0904205546WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1690,3,T,LU,,,,O,999,52,,NE,9,4,20,5546,WG,MN1
NE0904205546WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,900,15,T,LU,,,,O,999,52,,NE,9,4,20,5546,WG,MN1
NE0904205546WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,490,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5546,WG,MN1
NE0904205546WGMN1,WG,964,Desethyl atrazine,R,106,10,T,M,,,,O,999,7,,NE,9,4,20,5546,WG,MN1
NE0904205548WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ACD,Imazethapyr,J,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,1420,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,978,3,T,LU,,,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,217,9,T,LU,,,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,283,Metolachlor,A,173,15,T,M,,,,O,999,7,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,111,3,T,LU,,,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,80.3,2,T,LU,,,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,964,Desethyl atrazine,R,62.6,10,T,M,,,,O,999,7,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,305,Atrazine,R,49.5,10,T,M,,,,O,999,7,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,44.6,10,T,LU,,,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,25,15,T,LU,,Q,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205548WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205549WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,990,15,T,LU,,,,O,999,52,,NE,9,4,20,5549,WG,MN1
NE0904205549WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,309,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5549,WG,MN1
NE0904205549WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,226,3,T,LU,,,,O,999,52,,NE,9,4,20,5549,WG,MN1
NE0904205549WGMN1,WG,964,Desethyl atrazine,R,146,10,T,M,,,,O,999,7,,NE,9,4,20,5549,WG,MN1
NE0904205549WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,84.9,9,T,LU,,,,O,999,52,,NE,9,4,20,5549,WG,MN1
NE0904205549WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5549,WG,MN1
NE0904205549WGMN1,WG,AED,Hydroxy atrazine,R,14.7,2,T,LU,,,,O,999,52,,NE,9,4,20,5549,WG,MN1
NE0904205550WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,59.1,9,T,LU,,,,O,999,52,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,8310,3,T,LU,,,,O,999,52,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,964,Desethyl atrazine,R,797,10,T,M,,,,O,999,7,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,473,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,391,15,T,LU,,,,O,999,52,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,224,3,T,LU,,,,O,999,52,,NE,9,4,20,5550,WG,MN1
NE0904205550WGMN1,WG,305,Atrazine,R,133,10,T,M,,,,O,999,7,,NE,9,4,20,5550,WG,MN1
NE0904205551WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,34.8,9,T,LU,,,,O,999,52,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,AED,Hydroxy atrazine,R,18.4,2,T,LU,,,,O,999,52,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,5910,3,T,LU,,,,O,999,52,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,666,3,T,LU,,,,O,999,52,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,780,Tebuthiuron,F,333,30,T,M,,,,O,999,7,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,964,Desethyl atrazine,R,303,10,T,M,,,,O,999,7,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,266,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5551,WG,MN1
NE0904205551WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,240,15,T,LU,,,,O,999,52,,NE,9,4,20,5551,WG,MN1
NE0904205552WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,15900,3,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,3210,3,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,964,Desethyl atrazine,R,886,10,T,M,,,,O,999,7,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,783,15,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,283,Metolachlor,A,660,15,T,M,,,,O,999,7,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,632,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,785,Desisopropyl atrazine,R,202,50,T,M,,,,O,999,7,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,305,Atrazine,R,102,10,T,M,,,,O,999,7,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,32,Diuron,A,89.1,4,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,54.9,10,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,153,Bromacil,U,50.2,6,T,LU,,,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205552WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,15,9,T,LU,,Q,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205553WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,104,15,T,LU,,,,O,999,52,,NE,9,4,20,5553,WG,MN1
NE0904205553WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,20.8,12.5,T,LU,,Q,,O,999,52,,NE,9,4,20,5553,WG,MN1
NE0904205553WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,20,5553,WG,MN1
NE0904205553WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5553,WG,MN1
NE0904205553WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,3480,3,T,LU,,,,O,999,52,,NE,9,4,20,5553,WG,MN1
NE0904205553WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,296,3,T,LU,,,,O,999,52,,NE,9,4,20,5553,WG,MN1
NE0904205554WGMN1,WG,26,"2,4-D",G,4.2,2.5,T,LU,,Q,,O,999,52,,NE,9,4,20,5554,WG,MN1
NE0904205554WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,868,3,T,LU,,,,O,999,52,,NE,9,4,20,5554,WG,MN1
NE0904205554WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,127,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5554,WG,MN1
NE0904205554WGMN1,WG,964,Desethyl atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,20,5554,WG,MN1
NE0904065505WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,65.8,3,T,LU,,,,O,999,52,,NE,9,4,6,5505,WG,MN1
NE0904065506WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,6,5506,WG,MN1
NE0904065507WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,303,3,T,LU,,,,O,999,52,,NE,9,4,6,5507,WG,MN1
NE0904065508WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,6,5508,WG,MN1
NE0904065509WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,69.6,3,T,LU,,,,O,999,52,,NE,9,4,6,5509,WG,MN1
NE0904065510WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,6,5510,WG,MN1
NE0904065511WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,6,5511,WG,MN1
NE0904065512WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,238,3,T,LU,,,,O,999,52,,NE,9,4,6,5512,WG,MN1
NE0904065513WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,193,12.5,T,LU,,,,O,999,52,,NE,9,4,6,5513,WG,MN1
NE0904065514WGMN1,WG,305,Atrazine,R,86.4,10,T,M,,,,O,999,7,,NE,9,4,6,5514,WG,MN1
NE0904135515WGMN1,WG,AED,Hydroxy atrazine,R,3,2,T,LU,,Q,,O,999,52,,NE,9,4,13,5515,WG,MN1
NE0904135516WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,25,15,T,LU,,Q,,O,999,52,,NE,9,4,13,5516,WG,MN1
NE0904135517WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,228,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5517,WG,MN1
NE0904135518WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,647,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5518,WG,MN1
NE0904135519WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,62.1,3,T,LU,,,,O,999,52,,NE,9,4,13,5519,WG,MN1
NE0904135520WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,13,5520,WG,MN1
NE0904135521WGMN1,WG,305,Atrazine,R,172,10,T,M,,,,O,999,7,,NE,9,4,13,5521,WG,MN1
NE0904135523WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,26,3,T,LU,,,,O,999,52,,NE,9,4,13,5523,WG,MN1
NE0904135524WGMN1,WG,AED,Hydroxy atrazine,R,9.92,2,T,LU,,,,O,999,52,,NE,9,4,13,5524,WG,MN1
NE0904135525WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,150,3,T,LU,,,,O,999,52,,NE,9,4,13,5525,WG,MN1
NE0904135526WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,310,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5526,WG,MN1
NE0904135527WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,869,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5527,WG,MN1
NE0904135528WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,218,3,T,LU,,,,O,999,52,,NE,9,4,13,5528,WG,MN1
NE0904135529WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,134,12.5,T,LU,,,,O,999,52,,NE,9,4,13,5529,WG,MN1
NE0904135530WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,3540,3,T,LU,,,,O,999,52,,NE,9,4,13,5530,WG,MN1
NE0904135531WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,17,10,T,LU,,Q,,O,999,52,,NE,9,4,13,5531,WG,MN1
NE0904135532WGMN1,WG,AED,Hydroxy atrazine,R,17.5,2,T,LU,,,,O,999,52,,NE,9,4,13,5532,WG,MN1
NE0904135533WGMN1,WG,283,Metolachlor,A,25,15,T,M,,Q,,O,999,7,,NE,9,4,13,5533,WG,MN1
NE0904135534WGMN1,WG,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,NE,9,4,13,5534,WG,MN1
NE0904205535WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,25,15,T,LU,,Q,,O,999,52,,NE,9,4,20,5535,WG,MN1
NE0904205536WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,66.8,3,T,LU,,,,O,999,52,,NE,9,4,20,5536,WG,MN1
NE0904205537WGMN1,WG,964,Desethyl atrazine,R,206,10,T,M,,,,O,999,7,,NE,9,4,20,5537,WG,MN1
NE0904205538WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,30.3,3,T,LU,,,,O,999,52,,NE,9,4,20,5538,WG,MN1
NE0904205539WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,51.6,9,T,LU,,,,O,999,52,,NE,9,4,20,5539,WG,MN1
NE0904205540WGMN1,WG,AEY,Dimethenamid oxanilic acid (OA),F,15.4,3,T,LU,,,,O,999,52,,NE,9,4,20,5540,WG,MN1
NE0904205541WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,127,15,T,LU,,,,O,999,52,,NE,9,4,20,5541,WG,MN1
NE0904205542WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,3,2,T,LU,,Q,,O,999,52,,NE,9,4,20,5542,WG,MN1
NE0904205543WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,3760,3,T,LU,,,,O,999,52,,NE,9,4,20,5543,WG,MN1
NE0904205544WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,401,12.5,T,LU,,,,O,999,52,,NE,9,4,20,5544,WG,MN1
NE0904205545WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,34.5,3,T,LU,,,,O,999,52,,NE,9,4,20,5545,WG,MN1
NE0904205546WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5546,WG,MN1
NE0904205547WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,17.1,3,T,LU,,,,O,999,52,,NE,9,4,20,5547,WG,MN1
NE0904205548WGMN1,WG,AEY,Dimethenamid oxanilic acid (OA),F,5,3,T,LU,,Q,,O,999,52,,NE,9,4,20,5548,WG,MN1
NE0904205549WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,6800,3,T,LU,,,,O,999,52,,NE,9,4,20,5549,WG,MN1
NE0904205550WGMN1,WG,785,Desisopropyl atrazine,R,83,50,T,M,,Q,,O,999,7,,NE,9,4,20,5550,WG,MN1
NE0904205551WGMN1,WG,305,Atrazine,R,51.3,10,T,M,,,,O,999,7,,NE,9,4,20,5551,WG,MN1
NE0904205552WGMN1,WG,717,Chlorimuron ethyl,K,10,6,T,LU,,Q,,O,999,52,,NE,9,4,20,5552,WG,MN1
NE0904205553WGMN1,WG,964,Desethyl atrazine,R,116,10,T,M,,,,O,999,7,,NE,9,4,20,5553,WG,MN1
NE0904205554WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,5,3,T,LU,,Q,,O,999,52,,NE,9,4,20,5554,WG,MN1
NE1103215555WGMT1,WG,ABQ,Alachlor oxanilic acid (OA),A,13,0.61,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,785,Desisopropyl atrazine,R,12,3.1,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,942,Prometon,R,4.3,0.17,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,731,Triclopyr,G,2.664,1.6,T,LU,,Q,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,283,Metolachlor,A,2.498,1.5,T,M,,Q,,O,812,7,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,780,Tebuthiuron,F,1.1,0.21,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,26,"2,4-D",G,1.082,0.65,T,LU,,Q,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,150,0.36,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,ACB,Imazapyr,J,110,1,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,305,Atrazine,R,70,0.66,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,ACH,Metolachlor oxanilic acid (OA),A,58,3.2,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,ABO,Acetochlor oxanilic acid (OA),A,55,1.4,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,53,1.7,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103215555WGMT1,WG,AED,Hydroxy atrazine,R,49,1.2,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
