Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,,,,,,,
KS0908315003WUMT1,WU,305,Atrazine,R,110,0.66,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,AED,Hydroxy atrazine,R,99,1.2,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,964,Desethyl atrazine,R,39,0.43,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,36,0.36,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,26,"2,4-D",G,30,0.65,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,26,3.2,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,24,1.4,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,18,1.6,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,731,Triclopyr,G,17,1.6,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,785,Desisopropyl atrazine,R,12,3.1,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0908315003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,9.3,1.7,T,LU,,,,O,811,52,,KS,9,8,31,50,3,WU,MT1
KS0909215003WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,5.1,0.63,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,942,Prometon,R,1.3,0.17,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,305,Atrazine,R,610,0.66,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,AED,Hydroxy atrazine,R,260,1.2,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,964,Desethyl atrazine,R,190,0.43,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,130,1.4,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,96,0.36,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,77,1.6,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,74,3.2,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,283,Metolachlor,A,50,1.5,T,M,,,,O,812,7,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,39,0.61,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,28,1.7,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,785,Desisopropyl atrazine,R,26,3.1,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,26,"2,4-D",G,17,0.65,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0909215003WUMT1,WU,AEB,Dimethenamid/Dimethenamid P,F,9.5,2.5,T,LU,,,,O,811,52,,KS,9,9,21,50,3,WU,MT1
KS0910065003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,33,1.7,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,26,"2,4-D",G,29,0.65,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,807,Acetochlor,A,15.3,9.2,T,M,,Q,,O,812,7,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,AEB,Dimethenamid/Dimethenamid P,F,8.6,2.5,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,5.9,0.63,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,942,Prometon,R,1.5,0.17,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,305,Atrazine,R,650,0.66,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,AED,Hydroxy atrazine,R,260,1.2,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,964,Desethyl atrazine,R,200,0.43,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,130,1.4,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,110,3.2,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,98,0.36,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,77,1.6,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,283,Metolachlor,A,57,1.5,T,M,,,,O,812,7,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,39,0.61,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910065003WUMT1,WU,785,Desisopropyl atrazine,R,38,3.1,T,LU,,,,O,811,52,,KS,9,10,6,50,3,WU,MT1
KS0910195003WUMT1,WU,942,Prometon,R,0.9,0.17,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,305,Atrazine,R,230,0.66,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,AED,Hydroxy atrazine,R,130,1.2,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,964,Desethyl atrazine,R,60,0.43,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,46,0.36,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,45,1.4,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,34,3.2,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,27,1.6,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,14,0.61,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,785,Desisopropyl atrazine,R,14,3.1,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,283,Metolachlor,A,13,1.5,T,M,,,,O,812,7,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,12,1.7,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,26,"2,4-D",G,4.7,0.65,T,LU,,,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0910195003WUMT1,WU,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,9,10,19,50,3,WU,MT1
KS0911035003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,76,3.2,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,67,1.6,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,283,Metolachlor,A,39,1.5,T,M,,,,O,812,7,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,34,0.61,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,31,1.7,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,26,"2,4-D",G,30,0.65,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,785,Desisopropyl atrazine,R,24,3.1,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,731,Triclopyr,G,7.8,1.6,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,ACI,Metsulfuron methyl,K,6,1.5,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,333,Propazine,R,5.5,3.3,T,LU,,Q,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,4.3,0.63,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,AEB,Dimethenamid/Dimethenamid P,F,4.2,2.5,T,LU,,Q,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,942,Prometon,R,1.5,0.17,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,305,Atrazine,R,500,0.66,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,AED,Hydroxy atrazine,R,220,1.2,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,110,1.4,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911035003WUMT1,WU,964,Desethyl atrazine,R,110,0.43,T,LU,,,,O,811,52,,KS,9,11,3,50,3,WU,MT1
KS0911165003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,2.7,0.61,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,ACI,Metsulfuron methyl,K,2.5,1.5,T,LU,,Q,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,942,Prometon,R,0.93,0.17,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,26,"2,4-D",G,71,0.65,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,305,Atrazine,R,47,0.66,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,AED,Hydroxy atrazine,R,23,1.2,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,14,1.6,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,12,0.36,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,731,Triclopyr,G,12,1.6,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,11,1.4,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911165003WUMT1,WU,964,Desethyl atrazine,R,6.9,0.43,T,LU,,,,O,811,52,,KS,9,11,16,50,3,WU,MT1
KS0911305003WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,3.4,0.63,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,942,Prometon,R,2.4,0.17,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,305,Atrazine,R,270,0.66,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,AED,Hydroxy atrazine,R,170,1.2,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,91,1.4,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,964,Desethyl atrazine,R,90,0.43,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,75,3.2,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,63,0.36,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,55,1.6,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,27,0.61,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,785,Desisopropyl atrazine,R,24,3.1,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,283,Metolachlor,A,24,1.5,T,M,,,,O,812,7,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,23,1.7,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0911305003WUMT1,WU,26,"2,4-D",G,20,0.65,T,LU,,,,O,811,52,,KS,9,11,30,50,3,WU,MT1
KS0912145003WUMT1,WU,942,Prometon,R,2.9,0.17,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,305,Atrazine,R,31,0.66,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,AED,Hydroxy atrazine,R,26,1.2,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,18,0.36,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,964,Desethyl atrazine,R,13,0.43,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,26,"2,4-D",G,11,0.65,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,6.7,1.4,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,5.8,1.6,T,LU,,,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LU,,Q,,O,811,52,,KS,9,12,14,50,3,WU,MT1
KS0912145003WUMT1,WU,283,Metolachlor,A,5.1,1.5,T,M,,,,O,812,7,,KS,9,12,14,50,3,WU,MT1
KS1001125003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,942,Prometon,R,1.3,0.17,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,964,Desethyl atrazine,R,130,0.43,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,305,Atrazine,R,130,0.66,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,AED,Hydroxy atrazine,R,91,1.2,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,31,1.4,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,25,3.2,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,25,0.36,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,785,Desisopropyl atrazine,R,22,3.1,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,21,1.6,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,283,Metolachlor,A,11,1.5,T,M ,,,,O,812,7,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,9.2,0.61,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001125003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,8.6,1.7,T,LU,,,,O,811,52,,KS,10,1,12,50,3,WR,MT1
KS1001265003WRMT1,WR,942,Prometon,R,0.62,0.17,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,305,Atrazine,R,41,0.66,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,964,Desethyl atrazine,R,31,0.43,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,AED,Hydroxy atrazine,R,24,1.2,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,11,3.2,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,9.1,0.36,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,8.7,1.4,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,26,"2,4-D",G,8.7,0.65,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,6,1.6,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,3.3,0.61,T,LU,,,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1001265003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,10,1,26,50,3,WR,MT1
KS1002085003WRMT1,WR,AED,Hydroxy atrazine,R,89,1.2,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,785,Desisopropyl atrazine,R,37,3.1,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,942,Prometon,R,0.67,0.17,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,34,1.4,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,32,0.36,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,31,3.2,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,22,1.6,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,283,Metolachlor,A,12,1.5,T,M ,,,,O,812,7,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,10,0.61,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,26,"2,4-D",G,10,0.65,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,9.1,1.7,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002085003WRMT1,WR,305,Atrazine,R,190,0.66,T,LU,,,,O,811,52,,KS,10,2,8,50,3,WR,MT1
KS1002225003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,964,Desethyl atrazine,R,30,0.43,T,LU,,,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,305,Atrazine,R,21,0.66,T,LU,,,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,AED,Hydroxy atrazine,R,20,1.2,T,LU,,,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,5.7,0.36,T,LU,,,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LU,,Q,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,4.6,1.4,T,LU,,,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,26,"2,4-D",G,3.8,0.65,T,LU,,,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1002225003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,KS,10,2,22,50,3,WR,MT1
KS1003085003WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M ,,Q,,O,812,7,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,780,Tebuthiuron,F,1.1,0.21,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,964,Desethyl atrazine,R,98,0.43,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,305,Atrazine,R,83,0.66,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,AED,Hydroxy atrazine,R,50,1.2,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,22,0.36,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,20,1.4,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,785,Desisopropyl atrazine,R,19,3.1,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,17,3.2,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,14,1.6,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,26,"2,4-D",G,6.9,0.65,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,6.8,0.61,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003085003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,6.7,1.7,T,LU,,,,O,811,52,,KS,10,3,8,50,3,WR,MT1
KS1003225003WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M ,,Q,,O,812,7,,KS,10,3,22,50,3,WR,MT1
